276, 'North Charleston', 'South Carolina', 104054, '{"type": "Point", "coordinates": [-80.0169, 32.8853]}'
277, 'Broken Arrow', 'Oklahoma', 103500, '{"type": "Point", "coordinates": [-95.7810, 36.0365]}'
278, 'Boulder', 'Colorado', 103166, '{"type": "Point", "coordinates": [-105.2797, 40.0175]}'
279, 'West Palm Beach', 'Florida', 102436, '{"type": "Point", "coordinates": [-80.1266, 26.7483]}'
280, 'Santa Maria', 'California', 102216, '{"type": "Point", "coordinates": [-120.4438, 34.9332]}'
281, 'El Cajon', 'California', 102211, '{"type": "Point", "coordinates": [-116.9605, 32.8017]}'
282, 'Davenport', 'Iowa', 102157, '{"type": "Point", "coordinates": [-90.6040, 41.5541]}'
283, 'Rialto', 'California', 101910, '{"type": "Point", "coordinates": [-117.3883, 34.1118]}'
284, 'Edison', 'New Jersey', 101450, '{"type": "Point", "coordinates": [-74.39, 40.525]}'
285, 'Las Cruces', 'New Mexico', 101324, '{"type": "Point", "coordinates": [-106.7653, 32.3197]}'
286, 'San Mateo', 'California', 101128, '{"type": "Point", "coordinates": [-122.3131, 37.5542]}'
287, 'Lewisville', 'Texas', 101074, '{"type": "Point", "coordinates": [-97.0061, 33.0383]}'
288, 'South Bend', 'Indiana', 100886, '{"type": "Point", "coordinates": [-86.2690, 41.6769]}'
289, 'Lakeland', 'Florida', 100710, '{"type": "Point", "coordinates": [-81.9589, 28.0411]}'
290, 'Erie', 'Pennsylvania', 100671, '{"type": "Point", "coordinates": [-80.0735, 42.1166]}'
291, 'Woodbridge', 'New Jersey', 100574, '{"type": "Point", "coordinates": [-74.292627, 40.560751]}'
292, 'Tyler', 'Texas', 100223, '{"type": "Point", "coordinates": [-95.30, 32.35]}'
293, 'Pearland', 'Texas', 100065, '{"type": "Point", "coordinates": [-95.2958, 29.5544]}'
294, 'College Station', 'Texas', 100050, '{"type": "Point", "coordinates": [-95.2958, 29.5544]}'
